hashed_id,rider_id,driver_id,fare,estimated_fare,ride_duration,estimated_ride_duration,ride_distance,estimated_ride_distance,status,rating,drivers_tried,undiscounted_fare,review_requested,discount,canceled_by,payment_type,status_rec,driver_assigned,canceled_by_type
94B4MN,1160451,6029115,115,128,1113,1370,9444,9529,COMPLETED,4,"6029115,",128,0,13,,1,1,1,0
94B763,7251347,4777856,114,123,2091,1532,9175,8915,COMPLETED,5,"7670456,7474111,4777856,",127,0,13,,1,1,1,0
94CE14,1671432,7284533,113,116,2530,1254,8443,8443,COMPLETED,5,"7284533,",125,0,13,,1,1,1,0
94BC4E,235234,1959889,116,125,1489,1135,6459,6459,COMPLETED,5,"1959889,",129,0,13,,1,1,1,0
94C933,314576,7654296,113,125,1485,1598,8162,9086,COMPLETED,0,"5857657,7654296,",125,0,13,,1,1,1,0
94F3GB,2215091,3734821,114,122,2459,1713,8688,8688,COMPLETED,0,"3734821,",127,0,13,,1,1,1,0
94G6K7,3447462,2006467,114,308,1012,3238,9626,25896,COMPLETED,0,"4758595,2006467,",127,0,13,,1,1,1,0
94B6R7,5224667,7036426,120,134,1455,1611,9902,9902,COMPLETED,0,"7050992,892084,3309589,5699784,2068437,7139244,7036426,",134,0,13,,1,1,1,0
94E432,182144,5089713,117,130,1126,1428,9692,9692,COMPLETED,5,"5089713,",130,0,13,,1,1,1,0
94BTKI,1101103,3640187,121,134,1610,1286,7209,7209,COMPLETED,5,"5477248,3640187,",134,0,13,,1,1,1,0
94DKGJ,1729548,5882165,119,114,1488,1578,9881,8017,COMPLETED,0,"1104335,5882165,",132,0,13,,1,1,1,0
94E34C,79091,2825802,115,128,1533,1537,9805,9425,COMPLETED,0,"2825802,",128,0,13,,1,1,1,0
94C719,882466,998273,119,132,1055,1129,6156,6156,COMPLETED,0,"998273,",132,0,13,,1,1,1,0
94ELLP,7222552,3073050,119,125,1711,1005,7058,6621,COMPLETED,0,"4905604,201772,3073050,",132,0,13,,1,1,1,0
94F986,7469901,4113592,115,125,1862,1408,9175,9175,COMPLETED,0,"5235245,4148062,4113592,",128,0,13,,1,1,1,0
94BACE,351367,3733735,116,129,1048,1099,7317,6903,COMPLETED,0,"4049795,7039215,3687464,7592028,5929267,4459130,3733735,",129,0,13,,1,1,1,0
94FG5T,7613642,3977552,118,118,2097,839,5599,5599,COMPLETED,0,"3977552,",131,0,13,,1,1,1,0
94DJ20,2857512,7053976,117,126,1975,1307,9934,9329,COMPLETED,1,"7053976,",130,0,13,,1,1,1,0
94FPGR,7361190,5114305,114,114,2529,1187,5750,5750,COMPLETED,5,"5114305,",127,0,13,,1,1,1,0
94B3GP,5253544,7461589,114,126,929,1474,8933,9258,COMPLETED,4,"7461589,",126,0,13,,1,1,1,0
94EG4A,4979803,3366492,114,123,1373,1001,6533,6533,COMPLETED,0,"3366492,",126,0,13,,1,1,1,0
94EHPD,130080,2878888,119,132,1518,1359,7008,7008,COMPLETED,5,"3474484,4404026,2995242,2878888,",132,0,13,,1,1,1,0
94E56M,7804389,3048267,119,132,1586,1327,6992,7278,COMPLETED,0,"3048267,",132,0,13,,1,1,1,0
94FC1G,1518179,4707528,113,120,1653,1099,6130,5918,COMPLETED,0,"4707528,",125,0,13,,1,1,1,0
94G0HE,12439,4512032,120,133,1456,1260,10071,10071,COMPLETED,5,"3997290,6222546,4512032,",133,0,13,,1,1,1,0
94BOSA,7529215,2924760,118,131,1076,1197,5329,5329,COMPLETED,5,"5113110,666640,1859863,438390,521894,2924760,",131,0,13,,1,1,1,0
94CICF,1355668,2387484,116,129,1716,1635,10000,9455,COMPLETED,0,"2387484,",129,0,13,,1,1,1,0
94DGQA,1363081,7555964,114,121,1573,966,6688,6766,COMPLETED,0,"4433775,7555964,",126,0,13,,1,1,1,0
94B6MH,620215,7622771,118,131,1214,1573,9642,9642,COMPLETED,3,"6641171,6404260,7622771,",131,0,13,,1,1,1,0
94DGCF,4131583,4996275,118,126,2203,1483,9214,9214,COMPLETED,5,"1073312,145509,332627,3177865,4996275,",131,0,13,,1,1,1,0
94D2SL,7782165,7426743,115,128,1378,1511,9406,9406,COMPLETED,4,"5198322,6299336,7426743,",128,0,13,,1,1,1,0
94B7D2,5492242,1874276,120,133,1668,1662,9808,9808,COMPLETED,5,"7774770,962286,4232422,1874276,",133,0,13,,1,1,1,0
94FIL4,6075790,523565,114,122,1586,984,6711,6446,COMPLETED,5,"2935177,2345198,6372503,7087001,5857657,523565,",127,0,13,,1,1,1,0
94COL6,6045335,7217243,118,126,2062,1415,8805,9320,COMPLETED,5,"7217243,",131,0,13,,1,1,1,0
94G2CK,6294630,5237431,115,128,1256,1265,7705,7705,COMPLETED,5,"3485536,178923,3449382,5237431,",128,0,13,,1,1,1,0
94EEJL,7758783,1487552,116,118,2952,1384,8489,8489,COMPLETED,4,"1487552,",129,0,13,,1,1,1,0
94E8T5,5991159,6027808,121,130,2140,1423,9651,9651,COMPLETED,5,"7478741,6027808,",135,0,13,,1,1,1,0
94DICE,41459,3355789,116,117,977,982,7142,6232,COMPLETED,3,"3355789,",128,0,13,,1,1,1,0
94F12Q,151287,5267032,119,115,1446,1176,5946,4973,COMPLETED,5,"6727300,5267032,",132,0,13,,1,1,1,0
94FI9L,6621246,2426781,117,130,951,1047,7990,7990,COMPLETED,0,"1171730,3422290,4694187,7774770,2422647,2426781,",130,0,13,,1,1,1,0
94FR40,2065072,5980100,114,119,1857,1024,6288,6299,COMPLETED,5,"7548060,1555805,3033638,5980100,",127,0,13,,1,1,1,0
94CHLL,2276215,1120239,120,133,1925,1658,9821,9821,COMPLETED,0,"397702,1321121,3587866,1920262,1120239,",133,0,13,,1,1,1,0
94G3P5,61039,4390298,117,130,1113,1260,7872,7872,COMPLETED,5,"2061385,414961,7781197,4390298,",130,0,13,,1,1,1,0
94CLNS,2148684,422678,116,116,3217,1330,8352,8352,COMPLETED,5,"344346,5254651,6307915,3292397,3208626,4058241,422678,",129,0,13,,1,1,1,0
94CJTL,2816916,6649968,114,126,1324,1549,8874,9240,COMPLETED,5,"7302994,6649968,",126,0,13,,1,1,1,0
94CKRF,7718802,4764732,114,118,1949,1049,6496,6496,COMPLETED,0,"552017,4764732,",126,0,13,,1,1,1,0
94FSQC,7601146,3718234,117,123,2452,1450,8962,8962,COMPLETED,5,"2707624,3718234,",130,0,13,,1,1,1,0
94CB5J,2214911,6373473,117,125,1565,1009,6709,6709,COMPLETED,5,"6373473,",130,0,13,,1,1,1,0
94E33H,577676,2224284,119,132,1604,1335,9975,9975,COMPLETED,5,"2224284,",132,0,13,,1,1,1,0
94FKMJ,5389888,1644972,120,133,1370,1247,7133,7133,COMPLETED,0,"1644972,",133,0,13,,1,1,1,0
94C8FG,329902,7592028,115,128,827,1204,6663,6663,COMPLETED,5,"7725856,1344249,7592028,",128,0,13,,2,1,1,0
94CCKF,4133689,6015912,118,132,1979,1713,9629,9629,COMPLETED,5,"50951,2455188,6015912,",132,0,13,,1,1,1,0
94E4IE,6324480,3487801,120,133,1018,1552,9649,9868,COMPLETED,5,"3487801,",133,0,13,,1,1,1,0
94B81J,130080,3165766,117,130,1346,1240,6941,6941,COMPLETED,5,"1807420,3165766,",130,0,13,,1,1,1,0
94G5K4,5385903,3970237,117,130,1065,1169,6828,6828,COMPLETED,0,"3970237,",130,0,13,,1,1,1,0
94DLDP,7723235,7521908,118,131,1186,1759,9627,9534,COMPLETED,5,"7521908,",131,0,13,,1,1,1,0
94E1SM,726141,814386,121,130,2036,1478,9653,9653,COMPLETED,5,"4147912,814386,",134,0,13,,1,1,1,0
94FM5D,1297998,2250919,118,109,2299,1274,5808,4930,COMPLETED,4,"4443179,6169238,2250919,",131,0,13,,1,1,1,0
94D3K5,258805,2572191,120,130,2135,1593,9525,9525,COMPLETED,0,"2572191,",133,0,13,,1,1,1,0
94FPNR,2120577,7037462,115,122,2272,1499,8850,8850,COMPLETED,5,"1179202,7037462,",127,0,13,,1,1,1,0
94G89O,285460,5836130,120,130,2020,1500,9034,9612,COMPLETED,5,"5836130,",133,0,13,,1,1,1,0
94C12M,6415651,7037360,115,124,1226,923,5105,5105,COMPLETED,5,"439705,7037360,",127,0,13,,1,1,1,0
94DFLD,398011,3541185,115,123,2041,1454,8993,8993,COMPLETED,5,"7273847,1797539,6140872,3541185,",127,0,13,,1,1,1,0
94BKE2,234650,7565132,113,119,1512,887,5597,5597,COMPLETED,5,"5734123,7565132,",126,0,13,,1,1,1,0
94G9NR,776271,6045176,118,131,1390,1646,8604,9611,COMPLETED,5,"6549414,6045176,",131,0,13,,1,1,1,0
94B682,7077193,343185,114,127,1392,1757,9101,9101,COMPLETED,4,"343185,",127,0,13,,1,1,1,0
94BL54,4101134,2091262,117,130,1035,920,5486,5870,COMPLETED,0,"2091262,",130,0,13,,1,1,1,0
94BTCG,4453509,5701965,116,129,1177,1072,6159,6159,COMPLETED,5,"1246128,3440739,5701965,",129,0,13,,1,1,1,0
94EJHP,4832846,7720426,114,118,1934,1013,5710,6131,COMPLETED,0,"7397517,7720426,",126,0,13,,1,1,1,0
94ESQ0,7048318,7094390,121,119,3000,1180,7402,7040,COMPLETED,0,"2824824,3347424,7094390,",134,0,13,,1,1,1,0
94FHI4,3734497,6562479,113,122,1378,948,6151,6510,COMPLETED,5,"2061385,6562479,",126,0,13,,1,1,1,0
94D300,6944444,2306188,113,125,1806,1537,9149,9149,COMPLETED,4,"4651348,1160075,2062225,2306188,",125,0,13,,1,1,1,0
94D4FR,7161759,5909346,121,128,2451,1611,9395,9395,COMPLETED,5,"5909346,",134,0,13,,1,1,1,0
94F1HT,7800992,2998694,119,126,2741,1747,9025,9025,COMPLETED,5,"2998694,",132,0,13,,1,1,1,0
94CKM0,7460569,6753226,116,129,1137,1279,8063,7815,COMPLETED,5,"6753226,",129,0,13,,1,1,1,0
94DMS4,1505866,4488545,113,126,1123,1127,6258,6258,COMPLETED,0,"4488545,",126,0,13,,1,1,1,0
94CI9P,279325,3446892,116,126,1540,1105,7610,7610,COMPLETED,0,"552017,7206955,2724676,6528610,3366492,5902186,7421875,1213342,7111302,4092762,3446892,",129,0,13,,1,1,1,0
94DR27,823369,4718068,116,129,1277,1571,9432,9432,COMPLETED,0,"7545454,833348,4718068,",129,0,13,,1,1,1,0
94F8IJ,7814821,6757838,120,102,4122,784,5003,4986,COMPLETED,0,"4075640,3688367,6757838,",133,0,13,,1,1,1,0
94BAIB,1050020,2940586,114,123,1315,964,6598,6598,COMPLETED,5,"2790828,3465702,2940586,",127,0,13,,1,1,1,0
94D7AD,7435011,4567346,114,126,1657,1548,8414,9237,COMPLETED,0,"3586519,4567346,",126,0,13,,1,1,1,0
94DFCJ,4560209,3452844,114,127,1157,1503,9302,9302,COMPLETED,0,"4112360,316603,2419385,3452844,",127,0,13,,1,1,1,0
94C8NS,4568488,4313388,118,116,2630,1023,6015,6015,COMPLETED,5,"833991,370020,4313388,",131,0,13,,1,1,1,0
94CCJ2,5634824,6054459,113,169,1194,1812,6849,9793,COMPLETED,5,"6306584,7299720,6054459,",125,0,13,,1,1,1,0
94DGFK,1504997,2924760,120,133,1313,1441,10256,9955,COMPLETED,0,"7281426,2924760,",133,0,13,,1,1,1,0
94CI00,292850,7733796,113,125,1530,1371,9235,9235,COMPLETED,5,"7733796,",125,0,13,,1,1,1,0
94BHEF,480661,2837936,115,107,2651,832,4119,4119,COMPLETED,5,"1313403,6710626,2032210,2837936,",127,0,13,,1,1,1,0
94D5QH,4895550,363179,114,127,1326,1415,9379,9379,COMPLETED,4,"363179,",127,0,13,,1,1,1,0
94G5J5,4700626,3185761,120,133,1959,1618,9866,9866,COMPLETED,0,"3725381,657196,7234714,3185761,",133,0,13,,1,1,1,0
94FD1F,918508,5564709,118,123,1966,1111,5962,5877,COMPLETED,5,"46240,49825,2015697,5564709,",131,0,13,,1,1,1,0
94BERP,7365582,5289938,121,129,1775,1178,6892,6892,COMPLETED,5,"5289938,",135,0,13,,1,1,1,0
94CGGH,7069724,5255827,121,127,2520,1404,9395,9395,COMPLETED,5,"5255827,",135,0,13,,1,1,1,0
94G7KL,3723755,2530863,118,131,2022,1844,9717,9502,COMPLETED,0,"478019,2880158,2530863,",131,0,13,,1,1,1,0
94E3CT,2153752,4253601,114,127,1522,1635,9339,9190,COMPLETED,3,"4253601,",127,0,13,,1,1,1,0
94FN4O,349748,6573688,116,126,1868,1414,8697,9292,COMPLETED,5,"6024217,6573688,",129,0,13,,1,1,1,0
94E4G5,7530548,6049792,116,129,1680,1695,9386,9386,COMPLETED,5,"127502,6049792,",129,0,13,,1,1,1,0
94CRFK,2634,289353,115,128,777,1353,9521,9521,COMPLETED,5,"289353,",128,0,13,,1,1,1,0
94DRPG,487643,7179442,116,129,1633,1511,10059,9520,COMPLETED,5,"4612431,7179442,",129,0,13,,1,1,1,0
94EIRB,7190078,7733523,114,111,3437,1287,7947,7947,COMPLETED,0,"7733523,",126,0,13,,1,1,1,0
94DO5A,5741161,113795,117,130,1958,1552,9573,9573,COMPLETED,0,"4121901,113795,",130,0,13,,1,1,1,0
94BDJS,932684,966900,123,130,1648,989,5866,5866,COMPLETED,5,"5526032,6285929,966900,",136,0,14,,1,1,1,0
94B2TH,7809193,7426723,129,143,1564,1564,10614,10880,COMPLETED,5,"7426723,",143,0,14,,1,1,1,0
94DJJO,2634,608977,122,135,1459,1498,10117,10117,COMPLETED,5,"1722144,608977,",135,0,14,,1,1,1,0
94F4I8,7198722,4002084,123,128,2098,1158,6605,6549,COMPLETED,0,"7299720,7474111,6054459,4450616,2101959,1742179,5361907,4002084,",137,0,14,,1,1,1,0
94BISH,7192970,7385513,123,131,1626,1071,6326,6295,COMPLETED,0,"2550954,127502,119749,6229940,7385513,",137,0,14,,1,1,1,0
94EFSF,1713933,7427490,125,133,1767,1107,8779,8240,COMPLETED,5,"7427490,",139,0,14,,1,1,1,0
94G0HI,1384629,2706890,128,133,2849,1454,9921,9921,COMPLETED,0,"2706890,",142,0,14,,1,1,1,0
94BJRQ,7000184,4293563,127,141,1138,993,5638,5942,COMPLETED,5,"5934169,4293563,",141,0,14,,1,1,1,0
94DC40,4830792,1572662,129,144,1006,1705,10678,10823,COMPLETED,5,"1572662,",144,0,14,,1,1,1,0
94EJLM,132009,7787156,130,128,3322,1295,7675,7670,COMPLETED,5,"6379226,7787156,",145,0,14,,1,1,1,0
94E6ON,285319,6132030,128,143,1212,1533,9744,10836,COMPLETED,0,"89493,6132030,",143,0,14,,1,1,1,0
94CP15,42960,4560729,126,137,1871,1380,10344,10344,COMPLETED,5,"4560729,",140,0,14,,1,1,1,0
94CC9Q,34048,4608550,124,133,1566,1137,7232,7232,COMPLETED,5,"438390,4608550,",137,0,14,,1,1,1,0
94FAPD,18680,1603643,126,137,1586,1208,7440,7440,COMPLETED,5,"1819768,260422,4174094,3287842,307942,1603643,",140,0,14,,1,1,1,0
94BM0A,1126133,7463314,123,117,2110,995,5944,5347,COMPLETED,5,"6299336,7384954,841186,7463314,",137,0,14,,1,1,1,0
94EAA9,903710,1420207,123,137,1563,1794,9522,10059,COMPLETED,5,"3282399,2108749,1420207,",137,0,14,,1,1,1,0
94FTQP,1180070,6191541,125,135,1669,1278,8003,7679,COMPLETED,0,"6191541,",139,0,14,,1,1,1,0
94G6F9,6562904,6120895,124,138,1305,1701,9678,10291,COMPLETED,0,"6120895,",138,0,14,,1,1,1,0
94DONM,5279836,5507101,122,122,3214,1364,7647,8946,COMPLETED,5,"5507101,",135,0,14,,1,1,1,0
94G059,266647,2805953,123,127,2969,1526,9273,9273,COMPLETED,5,"2707624,2805953,",137,0,14,,1,1,1,0
94E3OH,7811495,6434995,130,145,2006,2187,8985,10569,COMPLETED,0,"7333353,6120637,273331,5868838,2957057,6434995,",145,0,14,,1,1,1,0
94ATEB,106582,2943379,130,144,1148,1857,10312,10738,COMPLETED,5,"2943379,",144,0,14,,1,1,1,0
94FE93,1051148,3315066,125,121,3139,1166,6562,6562,COMPLETED,0,"5395122,3315066,",139,0,14,,1,1,1,0
94DMR4,646075,7273420,130,145,1838,1541,11061,11061,COMPLETED,0,"5234262,7273420,",145,0,14,,1,1,1,0
94C9EJ,705149,7284208,127,128,2420,1004,6909,6909,COMPLETED,0,"5955534,1360934,4310891,6523424,4919068,7284208,",141,0,14,,1,1,1,0
94G7B4,744040,6803043,124,138,1604,1658,10217,10293,COMPLETED,0,"6803043,",138,0,14,,1,1,1,0
94C2II,801976,6340605,127,132,2885,1570,10102,9765,COMPLETED,5,"5999183,6340605,",141,0,14,,1,1,1,0
94EELO,7677872,7111880,124,137,2186,1727,10187,10187,COMPLETED,0,"1553582,7111880,",137,0,14,,1,1,1,0
94CRK3,208567,3216646,129,136,1874,1166,7251,7251,COMPLETED,5,"3216646,",143,0,14,,1,1,1,0
94EJSL,2985721,2349971,127,141,795,1422,7509,7634,COMPLETED,0,"2349971,",141,0,14,,1,1,1,0
94ES63,6172772,7031908,122,128,2105,1172,7111,7739,COMPLETED,5,"1269438,7135460,7031908,",135,0,14,,1,1,1,0
94ESR5,84651,4377383,123,137,1420,1193,6949,6933,COMPLETED,5,"323700,2297211,344879,7301927,4377383,",137,0,14,,1,1,1,0
94DL5F,534190,622994,127,142,2100,1653,10650,10650,COMPLETED,5,"4672466,622994,",142,0,14,,1,1,1,0
94DTPR,5805187,1101339,124,138,910,1004,5690,5922,COMPLETED,0,"7218133,1674246,1101339,",138,0,14,,1,1,1,0
94B7IS,301448,4500162,129,137,2539,1654,10006,10196,COMPLETED,5,"4500162,",143,0,14,,1,1,1,0
94B7O6,6925182,2669096,129,143,1640,1674,10412,10810,COMPLETED,0,"2669096,",143,0,14,,1,1,1,0
94EQPL,7747423,7670657,123,132,2128,1380,9905,9905,COMPLETED,0,"7670657,",137,0,14,,1,1,1,0
94E0HD,141901,117354,130,144,1167,1269,8372,8372,COMPLETED,5,"117354,",144,0,14,,1,1,1,0
94DIK2,6984646,2367941,122,131,2112,1407,9734,9734,COMPLETED,0,"4160037,1913547,2367941,",135,0,14,,1,1,1,0
94F0K2,3038134,2532848,127,133,2756,1562,9828,9828,COMPLETED,0,"7587858,6778195,7576230,5395123,7035382,967815,2532848,",141,0,14,,1,1,1,0
94DH8E,7090460,4467611,128,138,1586,1127,7764,7764,COMPLETED,0,"7317468,3274438,2666768,7622851,1016521,4467611,",142,0,14,,1,1,1,0
94FK63,38470,4805471,127,132,2126,1194,7099,7099,COMPLETED,5,"4332526,2744233,4805471,",141,0,14,,1,1,1,0
94DA44,140541,3218703,126,140,1872,1599,10544,10544,COMPLETED,5,"5233877,1516217,3218703,",140,0,14,,1,1,1,0
94ER5K,7814177,2006467,126,130,2830,1422,9865,9716,COMPLETED,5,"2006467,",140,0,14,,1,1,1,0
94E2KI,3729628,222390,124,138,1893,1716,10219,10219,COMPLETED,0,"2724676,222390,",138,0,14,,1,1,1,0
94G43C,3321560,928924,126,140,1264,1446,8055,8055,COMPLETED,4,"928924,",140,0,14,,1,1,1,0
94EOO0,1662526,2011228,130,120,2355,1020,7184,6321,COMPLETED,0,"2752686,582130,1704167,1487552,2414419,1512809,2011228,",144,0,14,,1,1,1,0
94CTJD,506606,4693516,127,141,1067,1429,8003,8003,COMPLETED,5,"4693516,",141,0,14,,1,1,1,0
94E7AB,7346809,1939608,126,133,2616,1569,8595,9830,COMPLETED,1,"5417609,1939608,",140,0,14,,1,1,1,0
94G9HI,1797366,2408122,126,140,1568,1610,10427,10542,COMPLETED,0,"1332400,2408122,",140,0,14,,1,1,1,0
94BPQB,4747740,3068053,124,138,842,1077,5706,5706,COMPLETED,5,"7295202,3068053,",138,0,14,,1,1,1,0
94D60O,7738874,2748118,127,137,2489,1758,9969,10090,COMPLETED,0,"2748118,",142,0,14,,1,1,1,0
94DCRC,4021967,1660108,130,145,1892,1526,8431,11036,COMPLETED,0,"1660108,",145,0,14,,1,1,1,0
94DCTN,7109716,2883997,130,144,1961,1530,11034,10986,COMPLETED,0,"2883997,",144,0,14,,1,1,1,0
94BO5E,142181,1504258,127,135,1714,1037,6552,6552,COMPLETED,0,"1504258,",141,0,14,,1,1,1,0
94EM0H,163774,4182998,125,132,2150,1331,6031,6971,COMPLETED,5,"4233400,4182998,",139,0,14,,1,1,1,0
94F8LD,5807202,6195631,130,140,1672,1165,7730,7730,COMPLETED,0,"55936,6710626,754163,6195631,",145,0,14,,1,1,1,0
94B95I,710624,2905131,125,139,1123,1233,7608,7608,COMPLETED,5,"2905131,",139,0,14,,1,1,1,0
94F5QF,6073604,6653137,122,130,2243,1519,9630,9630,COMPLETED,5,"3575391,6653137,",135,0,14,,1,1,1,0
94FA2E,4568488,4977680,124,133,1408,1018,6324,6016,COMPLETED,5,"339522,946164,4242698,2729640,4924437,4977680,",137,0,14,,1,1,1,0
94ESCK,7241423,1634593,127,124,3034,1247,6353,6353,COMPLETED,5,"4762755,1634593,",141,0,14,,1,1,1,0
94BTLL,102398,2201915,130,145,1077,1146,7606,7596,COMPLETED,1,"1246128,2201915,",145,0,14,,1,1,1,0
94B4LG,726141,7048508,124,137,1328,1647,10251,10251,COMPLETED,5,"4093230,7048508,",137,0,14,,1,1,1,0
94FK3N,667823,1799164,128,138,2006,1527,6908,6908,COMPLETED,5,"1799164,",142,0,14,,1,1,1,0
94G486,370136,6142075,129,144,1257,1653,8741,8741,COMPLETED,5,"178923,4236149,6142075,",144,0,14,,1,1,1,0
94G4N5,1246796,3830647,125,139,1667,1612,10425,10425,COMPLETED,5,"7334300,7615337,1618228,3830647,",139,0,14,,1,1,1,0
94DCEA,5568078,50463,130,136,2844,1616,10312,10175,COMPLETED,5,"50463,",145,0,14,,1,1,1,0
94DOTS,564816,7492070,127,141,1922,1676,10587,10587,COMPLETED,0,"6029277,3553225,7492070,",141,0,14,,1,1,1,0
94DTHR,7723235,7120216,124,138,888,1444,10435,10435,COMPLETED,5,"7558438,4059049,7120216,",138,0,14,,1,1,1,0
94G51D,1662203,3690433,126,140,1615,1633,10913,10527,COMPLETED,5,"3690433,",140,0,14,,1,1,1,0
94DDNE,1061221,1959889,125,139,1566,1510,10471,10471,COMPLETED,1,"1959889,",139,0,14,,1,1,1,0
94EPK7,6785332,4158317,128,137,1978,1420,6869,6869,COMPLETED,0,"2553583,308296,4158317,",142,0,14,,1,1,1,0
94EL63,569983,2120250,129,143,1483,1285,7885,7885,COMPLETED,5,"1409478,2120250,",143,0,14,,1,1,1,0
94DKB5,5893640,3015828,124,138,1950,1575,9844,10346,COMPLETED,5,"3015828,",138,0,14,,1,1,1,0
94EC2E,2529350,7192540,124,138,1823,1527,10062,10386,COMPLETED,5,"2593252,7192540,",138,0,14,,1,1,1,0
94BHE2,7250782,4122476,126,132,1852,1020,6370,6370,COMPLETED,4,"104479,4122476,",140,0,14,,1,1,1,0
94DB4B,844443,7346421,123,137,1482,1767,10072,10072,COMPLETED,5,"7346421,",137,0,14,,1,1,1,0
94CDDO,56170,1014600,130,145,1659,1672,10928,10928,COMPLETED,5,"1014600,",145,0,14,,1,1,1,0
94FQ4D,593083,4424619,129,128,2779,1168,6806,6806,COMPLETED,0,"7403977,7398897,4424619,",143,0,14,,1,1,1,0
94ED8D,3617259,2730676,122,136,1598,1739,8701,10020,COMPLETED,0,"2730676,",136,0,14,,1,1,1,0
94CNP0,2693032,269785,130,139,2412,1725,10369,10369,COMPLETED,4,"3747989,269785,",144,0,14,,1,1,1,0
94EAR9,337287,6728386,122,128,2830,1756,10051,9282,COMPLETED,0,"6728386,",136,0,14,,2,1,1,0
94G4GK,7732523,308534,129,143,1346,1396,8889,8889,COMPLETED,0,"308534,",143,0,14,,1,1,1,0
94B71M,27272,1498128,124,137,1295,1779,10153,10153,COMPLETED,5,"1498128,",137,0,14,,1,1,1,0
94EI4L,1547065,5388719,122,129,1869,1211,6862,6862,COMPLETED,1,"5388719,",135,0,14,,1,1,1,0
94F058,2684810,232710,122,135,1178,1463,7138,7138,COMPLETED,5,"335795,7579955,232710,",135,0,14,,1,1,1,0
94G36A,7602123,3295468,124,138,1151,1394,8430,8430,COMPLETED,0,"3295468,",138,0,14,,1,1,1,0
94EN9L,1717438,2636075,128,114,4081,1048,5859,5862,COMPLETED,0,"2636075,",142,0,14,,1,1,1,0
94ETLS,7256266,4864425,129,130,2933,1463,6138,6138,COMPLETED,5,"4864425,",144,0,14,,1,1,1,0
94F5SE,6935431,6412601,130,145,1366,2042,10054,10686,COMPLETED,0,"6412601,",145,0,14,,1,1,1,0
94EBJD,7679561,7259183,133,140,2854,1664,10948,10481,COMPLETED,0,"4712122,601881,4366541,7259183,",148,0,15,,1,1,1,0
94G5QH,4383199,5504614,132,147,1432,1891,9673,11017,COMPLETED,5,"5504614,",147,0,15,,1,1,1,0
94FQC1,4948118,5051927,136,151,1782,1377,8377,8377,COMPLETED,4,"5051927,",151,0,15,,1,1,1,0
94ENED,1480616,4761411,136,143,2154,1187,8688,8976,COMPLETED,0,"4761411,",151,0,15,,1,1,1,0
94BM0M,4087693,327830,139,151,1363,988,7700,7700,COMPLETED,5,"327830,",155,0,15,,2,1,1,0
94F8B4,412788,6334252,132,133,3334,1496,9957,9957,COMPLETED,5,"670144,3088102,2733919,502445,6334252,",146,0,15,,1,1,1,0
94C3A6,4827474,1589656,133,147,987,1274,6340,6340,COMPLETED,0,"1424635,4935258,3820132,479053,1589656,",147,0,15,,1,1,1,0
94CEHT,5587558,3023751,137,147,2551,1772,11101,11101,COMPLETED,0,"7232826,3023751,",152,0,15,,1,1,1,0
94CK09,2241565,274102,138,154,1312,1507,9683,9683,COMPLETED,0,"4245756,6135715,274102,",154,0,15,,1,1,1,0
94G8EE,4185365,6226571,132,147,2154,1757,11092,11092,COMPLETED,0,"2667392,6226571,",147,0,15,,1,1,1,0
94DT06,1291164,1821008,131,142,2142,1587,11714,10696,COMPLETED,5,"1821008,",145,0,15,,1,1,1,0
94F8IH,314320,7274439,135,141,2061,1239,6701,6701,COMPLETED,5,"7274439,",150,0,15,,1,1,1,0
94G29L,7623541,3491190,138,146,2588,1624,8259,11145,COMPLETED,5,"3108854,3143549,3491190,",153,0,15,,1,1,1,0
94C7EF,5239575,5742670,135,150,1535,1472,7000,8089,COMPLETED,5,"5742670,",150,0,15,,1,1,1,0
94CON8,1365708,439705,134,143,2614,1691,10994,10713,COMPLETED,0,"439705,",149,0,15,,1,1,1,0
94EI30,7809601,203706,136,129,3861,1151,8527,7836,COMPLETED,0,"3247909,203706,",151,0,15,,1,1,1,0
94D488,3068584,3985421,135,146,2342,1727,11028,11028,COMPLETED,0,"3985421,",150,0,15,,1,1,1,0
94FSAM,2036396,950489,138,154,1684,1470,9271,8743,COMPLETED,0,"4782186,1089489,960300,7263708,950489,",154,0,15,,1,1,1,0
94F36I,6065073,7578134,138,139,2679,1082,7555,7679,COMPLETED,0,"5130332,305012,4621812,961625,7522604,7578134,",153,0,15,,1,1,1,0
94DGFE,224931,6696583,133,148,1882,1621,11661,11331,COMPLETED,0,"2845854,7414236,738221,2719682,2845555,53659,2814770,6696583,",148,0,15,,1,1,1,0
94EQ4F,3844769,4138093,135,116,3007,881,7194,6073,COMPLETED,5,"2884943,2130462,4138093,",150,0,15,,1,1,1,0
94C2CM,2709559,2069957,134,149,1149,1346,8275,8275,COMPLETED,1,"5964321,5188726,2069957,",149,0,15,,1,1,1,0
94E2OG,5465815,601881,133,147,1883,1946,11024,11024,COMPLETED,0,"601881,",147,0,15,,1,1,1,0
94FAH5,407499,7539331,137,140,2176,1071,6356,6356,COMPLETED,5,"7539331,",152,0,15,,1,1,1,0
94ED77,6610116,2526380,133,143,1900,1309,7931,8114,COMPLETED,0,"7397119,2526380,",148,0,15,,1,1,1,0
94EJPT,1853931,422678,132,147,1852,1519,10009,9105,COMPLETED,0,"422678,",147,0,15,,1,1,1,0
